id,region_name
1,부산 연제구 좌수영로 225
2,부산 북구 만덕대로 37
3,부산 강서구 미음산단로295번길 6
4,부산 사상구 사상로433번길 13
5,부산 사하구 을숙도대로 651
6,부산 동래구 명륜로 109
7,부산 남구 유엔평화로 156
8,부산 해운대구 신반송로 196
9,부산 동구 초량상로 98
10,부산 북구 시랑로118번길 54-6
11,부산 북구 금곡대로303번길 36
12,부산 동래구 명륜로112번가길 36
13,부산 남구 유엔로 221
14,부산 사하구 다대로320번길 10
15,부산 부산진구 중앙대로692번길 16
16,부산 부산진구 자유평화로 11
17,부산 동구 중앙대로196번길 12-11
18,부산 수영구 광안해변로344번길 17-20
19,부산 부산진구 부전로 157-1
20,부산 수영구 황령대로489번길 10
21,부산 부산진구 성지로 158
22,부산 부산진구 자유평화로 11
23,부산 북구 만덕대로 158
24,부산 해운대구 대천로 108
25,부산 금정구 장전로 22-11
26,부산 서구 구덕로274번길 14
27,부산 사하구 낙동남로 1401-1
28,부산 해운대구 구남로18번길 46
29,부산 연제구 해맞이로 51
30,부산 사하구 다대로 616
31,부산 사상구 사상로 149
32,부산 북구 낙동대로 1791
33,부산 사하구 다대로1066번길 6
34,부산 금정구 동천로 53
35,부산 동래구 안남로 38
36,부산 금정구 금샘로 66
37,부산 영도구 태종로 85
38,부산 연제구 거제천로154번길 46
39,부산 부산진구 가야대로 721
40,부산 동래구 여고로75번길 79-2
41,부산 기장군 장안읍 장안산단9로 87
42,부산 사상구 학감대로192번길 71
43,부산 서구 암남공원로 522
44,부산 북구 낙동대로 1791
45,부산 금정구 금정로 249
46,부산 금정구 동천로7번길 34-9
47,부산 기장군 철마면 반송로 979
48,부산 중구 대청로 70
49,부산 금정구 동현로16번길 83
50,부산 영도구 절영로 72
51,부산 연제구 연산동
52,부산 금정구 금정로 29-17
53,부산 동구 자성공원로3번길 10
54,부산 해운대구 달맞이길62번길 28
55,부산 기장군 기장읍
56,부산 전지역 전지역
57,부산 사상구 엄궁동
58,부산 동래구 충렬대로181번길 47-3
59,부산 부산진구 전포동
60,부산 동구 범일동
61,부산 동래구 사직동
62,부산 영도구 동삼동
63,부산 북구 만덕동
64,부산 동래구 명장동
65,부산 기장군 전지역
66,부산 사하구 전지역
67,부산 부산진구 당감동
68,부산 해운대구 재송동
69,부산 수영구 광안동
70,부산 동래구 온천동
71,부산 연제구 연산동
72,부산 영도구 동삼동
73,부산 동래구 사직동
74,부산 중구 중앙동
75,부산 사하구 하단동
76,부산 동래구 충렬대로182번길 15
77,부산 동래구 충렬대로182번길 15
78,부산 동래구 충렬대로182번길 15
79,부산 동래구 충렬대로182번길 15
80,부산 동래구 충렬대로182번길 15
81,부산 부산진구 중앙대로 856
82,부산 동구 범일동
83,부산 사하구 괴정동
84,부산 영도구 동삼동
85,부산 연제구 연산동
86,부산 동구 수정동
87,부산 사상구 전지역
88,부산 서구 암남동
89,부산 동래구 사직동
90,부산 동래구 충렬대로182번길 15
91,부산 동래구 충렬대로182번길 15
92,부산 동래구 충렬대로182번길 15
93,부산 동래구 충렬대로182번길 15
94,부산 동래구 충렬대로182번길 15
95,부산 동래구 충렬대로182번길 15
96,부산 동래구 충렬대로182번길 15
97,부산 동래구 충렬대로182번길 15
98,부산 동래구 충렬대로182번길 15
99,부산 동래구 충렬대로182번길 15
100,부산 동구 초량동
101,부산 강서구 신호산단5로 31
102,부산 사하구 하단동
103,부산 전지역 전지역
104,부산 부산진구 부전동
105,부산 연제구 연산동
106,부산 부산진구 전포동
107,부산 부산진구 부전동
108,부산 중구 대청로 70
109,부산 연제구 월드컵대로145번길 104
110,부산 부산진구 부전동
111,부산 강서구 명지동
112,부산 부산진구 부전동
113,부산 부산진구 부전동
114,부산 동구 초량동
115,부산 수영구 무학로 44
116,부산 동구 초량동
117,부산 강서구 명지동
118,부산 부산진구 서면문화로5번길 32
119,부산 서구 암남동
120,부산 해운대구 전지역
121,부산 강서구 명지동
122,부산 사상구 가야대로 187
123,부산 사하구 하단동
124,부산 부산진구 범천동
125,부산 전지역 전지역
126,부산 남구 대연동
127,부산 강서구 녹산동
128,부산 동래구 명륜동
129,부산 사하구 전지역
130,부산 북구 전지역
131,부산 동래구 충렬대로182번길 15
132,부산 동래구 충렬대로182번길 15
133,부산 동래구 충렬대로182번길 15
134,부산 동래구 충렬대로182번길 15
135,부산 동래구 충렬대로182번길 15
136,부산 부산진구 부전동
137,부산 동래구 충렬대로182번길 15
138,부산 동래구 충렬대로182번길 15
139,부산 동래구 충렬대로182번길 15
140,부산 동래구 충렬대로182번길 15
141,부산 동래구 충렬대로182번길 15
142,부산 수영구 전지역
143,부산 동래구 충렬대로182번길 15
144,부산 동래구 충렬대로182번길 15
145,부산 동래구 충렬대로182번길 15
146,부산 동래구 충렬대로182번길 15
147,부산 강서구 녹산산단321로 24-8
148,부산 동래구 충렬대로182번길 15
149,부산 동래구 충렬대로182번길 15
150,부산 동래구 충렬대로182번길 15
151,부산 동래구 충렬대로182번길 15
152,부산 부산진구 전지역
153,부산 중구 중앙동
154,부산 전지역 전지역
155,부산 동래구 충렬대로182번길 15
156,부산 동래구 충렬대로182번길 15
157,부산 동래구 충렬대로182번길 15
158,부산 동래구 충렬대로182번길 15
159,부산 동래구 충렬대로182번길 15
160,부산 사하구 낙동남로 1427
161,부산 사하구 낙동남로 1427
162,부산 동래구 명륜동
163,부산 동래구 명장동
164,부산 사상구 사상로 218
165,부산 북구 덕천동
166,부산 사상구 괘법동
167,부산 해운대구 우동
168,부산 해운대구 송정동
169,부산 해운대구 좌동
170,부산 사하구 전지역
171,부산 부산진구 중앙대로 800
172,부산 수영구 남천동
173,부산 동구 초량동
174,부산 북구 금곡대로 161
175,부산 동래구 충렬대로182번길 15
176,부산 동래구 충렬대로182번길 15
177,부산 동래구 충렬대로182번길 15
178,부산 동래구 충렬대로182번길 15
179,부산 사하구 전지역
180,부산 부산진구 전지역
181,부산 사하구 구평동
182,부산 동래구 충렬대로182번길 15
183,부산 동래구 충렬대로182번길 15
184,부산 동래구 충렬대로182번길 15
185,부산 동래구 충렬대로182번길 15
186,부산 동래구 충렬대로182번길 15
187,부산 동래구 충렬대로182번길 15
188,부산 동래구 충렬대로182번길 15
189,부산 동래구 충렬대로182번길 15
190,부산 동래구 충렬대로182번길 15
191,부산 동래구 충렬대로182번길 15
192,부산 동래구 충렬대로182번길 15
193,부산 동래구 충렬대로182번길 15
194,부산 동래구 충렬대로182번길 15
195,부산 동래구 충렬대로182번길 15
196,부산 동래구 충렬대로182번길 15
197,부산 동래구 충렬대로182번길 15
198,부산 동래구 충렬대로182번길 15
199,부산 동래구 충렬대로182번길 15
200,부산 동래구 충렬대로182번길 15
201,부산 동래구 충렬대로182번길 15
202,부산 금정구 수림로50번길 136
203,부산 동구 초량동
204,부산 동구 초량동
205,부산 동구 초량동
206,부산 부산진구 전지역
207,부산 서구 원양로 125
208,부산 금정구 서동
209,부산 동구 초량동
210,부산 동래구 충렬대로182번길 15
211,부산 동래구 충렬대로182번길 15
212,부산 동래구 충렬대로182번길 15
213,부산 동래구 충렬대로182번길 15
214,부산 동래구 충렬대로182번길 15
215,부산 동래구 충렬대로182번길 15
216,부산 동래구 충렬대로182번길 15
217,부산 동래구 충렬대로182번길 15
218,부산 동래구 충렬대로182번길 15
219,부산 동래구 충렬대로182번길 15
220,부산 사하구 신평동
221,부산 해운대구 반여동
222,부산 강서구 명지동
223,부산 수영구 전지역
224,부산 동래구 명장로20번길 84
225,부산 남구 대연동
226,부산 강서구 명지국제8로 271
227,부산 동래구 충렬대로182번길 15
228,부산 동래구 충렬대로182번길 15
229,부산 동래구 충렬대로182번길 15
230,부산 동래구 충렬대로182번길 15
231,부산 동래구 충렬대로182번길 15
232,부산 동래구 충렬대로182번길 15
233,부산 동래구 충렬대로182번길 15
234,부산 동래구 충렬대로182번길 15
235,부산 동래구 충렬대로182번길 15
236,부산 동래구 충렬대로182번길 15
237,부산 동래구 충렬대로182번길 15
238,부산 동래구 충렬대로182번길 15
239,부산 동래구 충렬대로182번길 15
240,부산 동래구 충렬대로182번길 15
241,부산 동래구 충렬대로182번길 15
242,부산 동래구 충렬대로182번길 15
243,부산 동래구 충렬대로182번길 15
244,부산 동래구 충렬대로182번길 15
245,부산 동래구 충렬대로182번길 15
246,부산 동래구 충렬대로182번길 15
247,부산 동래구 충렬대로182번길 15
248,부산 동래구 충렬대로182번길 15
249,부산 동래구 충렬대로182번길 15
250,부산 동래구 충렬대로182번길 15
251,부산 동래구 충렬대로182번길 15
252,부산 동래구 충렬대로182번길 15
253,부산 동래구 충렬대로182번길 15
254,부산 동래구 충렬대로182번길 15
255,부산 동래구 충렬대로182번길 15
256,부산 동래구 충렬대로182번길 15
257,부산 동래구 충렬대로182번길 15
258,부산 동래구 충렬대로182번길 15
259,부산 동래구 충렬대로182번길 15
260,부산 동래구 충렬대로182번길 15
261,부산 동래구 충렬대로182번길 15
262,부산 동래구 충렬대로182번길 15
263,부산 동래구 충렬대로182번길 15
264,부산 동래구 충렬대로182번길 15
265,부산 동래구 충렬대로182번길 15
266,부산 사하구
267,부산 사상구
268,부산 동래구
269,부산 강서구
270,부산 연제구
271,부산 부산진구
272,부산 사상구
273,부산 강서구
274,부산 해운대구
275,부산 부산진구
276,부산 부산진구
277,부산 부산진구
278,부산 해운대구
279,부산 연제구
280,부산 해운대구
281,부산 동래구
282,부산 연제구
283,부산 남구
284,부산 해운대구
285,부산 수영대구
286,부산 수영구
287,부산 해운대구
288,부산 동래구
289,부산 해운대구
290,부산 동래구
292,부산 남구
293,부산 연제구
294,부산 남구
295,부산 사상구
296,부산 동구
297,부산 연제구
298,부산 금정구
299,부산 남구
300,부산 금정구
301,부산 강서구
306,부산광역시 수영구 광안로21번가길 57 (광안동)
307,"부산광역시 중구 망양로 405 (영주동, 동주파크)"
308,"부산광역시 부산진구 동평로 416, - (양정동, 대원플러스빌)"
309,"부산광역시 수영구 무학로52번길 36-9, - (광안동)"
310,"부산광역시 중구 보수동1가 흑교로64번길 1, - (보수동1가)"
311,"부산광역시 연제구 연수로111번길 11, . (연산동)"
312,"부산광역시 부산진구 신천대로 71 (범천동, 서면유림노르웨이숲)"
313,"부산광역시 기장군 기장읍 차성로326번길 19, . (서린에코빌아파트)"
314,"부산광역시 사하구 하신번영로 292, . (하단동, 세양리버빌라트)"
315,"부산광역시 북구 만덕대로40번길 26, 덕천건강보험공단 인근 (덕천동)"
316,"부산광역시 부산진구 백양관문로 7, .. (개금동, 개금주공아파트)"
317,"부산광역시 사하구 다산로 232, 장림동 무지개 공단 (장림동)"
318,"부산광역시 사하구 다대로429번길 20, . (다대동, 삼환아파트)"
319,"부산광역시 해운대구 마린시티1로 137, 대우월드마크해운대 (우동)"
320,"부산광역시 수영구 수영성로8번길 26, . (수영동)"
321,"부산광역시 기장군 철마면 고촌로44번길 16, . (고촌휴먼시아1)"
322,"부산광역시 기장군 기장읍 차성로 269, 뒤편"
323,"부산광역시 사하구 을숙도대로 678, 동남여객(주) (장림동)"
324,"부산광역시 해운대구 청사포로 12, .. (좌동, 에스케이뷰아파트)"
325,"부산광역시 해운대구 아랫반송로21번길 78, 탑마트 인근 (반송동)"
326,"부산광역시 해운대구 반송순환로 162, . (반송동, 정원빌라)"
327,"부산광역시 연제구 연수로148번길 92, 연산더삽 인근 빌라 (연산동)"
328,"부산광역시 해운대구 마린시티2로 38, , (우동, 해운대아이파크)"
329,부산광역시 사하구 다대로320번길 10 (장림동)
330,"부산광역시 사하구 낙동대로398번길 12, 사하구청 인근 거주 (당리동)"
331,"부산광역시 북구 화명신도시로 255 (금곡동, 율리마을주공아파트)"
332,"부산광역시 부산진구 전포대로 280, . (전포동, 한성시티빌)"
333,부산광역시 사하구 다대로130번길 26 (신평동)
334,"부산광역시 해운대구 센텀동로 25, .. (우동, 대우월드마크센텀아파트)"
335,"부산광역시 금정구 부곡로42번길 25, . (부곡동, 온천장역동원로얄듀크)"
336,"부산광역시 기장군 장안읍 오리산단7로 25, ,"
337,"부산광역시 사하구 다대로 473, .. (다대동, 다대포현대아파트)"
338,"부산광역시 사상구 모라로192번길 20-21, . (모라동, 모라주공아파트3단지)"
339,"부산광역시 해운대구 해운대로469번길 110, . (우동, 해운대자이2차)"
340,"부산광역시 기장군 일광읍 이화로 17, . (부전비치)"
341,"부산광역시 기장군 기장읍 대청로 13, . (삼홍하이츠)"
342,"부산광역시 동래구 중앙대로 1523, 부산우리들병원 12층 (온천동, SKHUBSKY)"
343,"부산광역시 동구 중앙대로286번길 5, 염하용핵의학의원 (초량동)"
344,"부산광역시 연제구 고분로 200, . (연산동, 연산엘지아파트)"
345,"부산광역시 북구 효열로 76, . (금곡동, 금곡4단지주공아파트)"
346,부산광역시 금정구 개좌로 260 (회동동)
347,"부산광역시 북구 화명신도시로 46, 현대2차 아파트 (화명동)"
348,"부산광역시 사하구 낙동대로 137, 대티역스마트w 아파트 (괴정동, 대티역스마트더블유인공지능)"
349,"부산광역시 사하구 다산로225번길 67, 서종산업 (장림동)"
350,"부산광역시 동래구 금강로 100 (온천동, 은우아일레)"
351,"부산광역시 동구 성남로 27, CJ대한통운, 부산진CY 내 지정대리점 (좌천동)"
352,부산광역시 기장군 일광읍 해빛로 39-15 (일광자이푸르지오 1단지)
353,"부산광역시 사하구 승학로131번길 55, . (당리동, 거남빌라)"
354,"부산광역시 기장군 일광읍 이천4길 5-13, 구)한국유리 근처"
355,"부산광역시 사하구 사하로 80 (감천동, 감천유림2차아파트)"
356,"부산광역시 영도구 본산남길22번길 16, . (동삼동)"
357,"부산광역시 해운대구 마린시티3로 51, . (우동)"
358,"부산광역시 동래구 온천장로 20, 명륜역 3번출구 인근 (온천동, 신화타워아파트)"
359,부산광역시 금정구 동부곡로19번길 3 (부곡동)
360,"부산광역시 북구 화명신도시로 145, .. (화명동, 대우이안)"
361,"부산광역시 금정구 금강로279번안길 33, , (장전동)"
362,"부산광역시 동래구 충렬대로 96, 광혜병원 (온천동)"
363,"부산광역시 해운대구 재반로270번길 51-29, 명선빌라 (반여동, 명선빌라)"
364,"부산광역시 수영구 남천바다로21번길 51, . (광안동, 태평양하이츠)"
365,"부산광역시 영도구 태종로 394, 청학 2동 행정복지센터 인근 (청학동)"
366,부산광역시 사하구 대티로 31 (괴정동)
367,"부산광역시 북구 백양대로1124번길 70 (구포동, 대진아파트)"
368,"부산광역시 연제구 거제천로118번길 51, . (연산동, 신우피렌체아파트)"
369,"부산광역시 동래구 충렬대로 372, 준요양병원 (안락동)"
370,"부산광역시 금정구 구서중앙로 20 (구서동, 선경아파트)"
371,"부산광역시 강서구 과학산단2로20번길 69, . (지사동, 지사금강펜테리움)"
372,"부산광역시 사하구 하신중앙로 2 (장림동, 동원로얄듀크)"
373,"부산광역시 사상구 낙동대로1210번길 53, 인근주택 (괘법동, 한신아파트)"
374,"부산광역시 부산진구 백양순환로 75, 부암3동 (부암동, 백양산롯데캐슬골드센트럴아파트)"
375,"부산광역시 기장군 정관읍 정관로 513, , (정관신도시 계룡리슈빌)"
376,부산광역시 사하구 다대로 616 (다대동)
377,부산광역시 수영구 연수로260번길 53 (망미동)
378,부산광역시 사하구 다대로83번길 111 (괴정동)
379,"부산광역시 사상구 사상로336번길 39 (덕포동, 삼포맨션)"
380,"부산광역시 부산진구 가야대로614번길 36-13, . (가야동)"
381,"부산광역시 부산진구 백양관문로 10, .. (당감동, 주공아파트3단지)"
382,부산광역시 강서구 낙동북로188번길 1 (대저1동)
383,"부산광역시 수영구 수영로408번길 55, , (남천동, 우성보라)"
384,"부산광역시 부산진구 거제대로72번길 31 (양정동, 청보빌라)"
385,"부산광역시 동구 초량중로 114 (초량동, 범양레우스 센트럴베이)"
386,"부산광역시 부산진구 범일로154번길 21, 인근 아파트 (범천동, 중앙시장)"
387,"부산광역시 북구 덕천동 만덕대로39번길 30, 덕천지하상가 관리사무소 (덕천동)"
388,"부산광역시 수영구 수영로 677, 부산센텀병원"
389,부산광역시 사하구 장림시장6길 19 (장림동)
390,"부산광역시 기장군 일광면 일역길 75-13, ."
391,"부산광역시 영도구 함지로79번길 53 (동삼동, 동삼2지구영구임대아파트)"
392,"부산광역시 해운대구 세실로 126, . (좌동, 건영2차아파트)"
393,부산광역시 북구 중리로 31
394,"부산광역시 동래구 금강로124번길 19, 대성관 온천호텔 (온천동)"
395,"부산광역시 금정구 공단동로41번길 47, . (금사동, 금탑맨션)"
396,부산광역시 북구 금곡대로 195 (화명동)
397,부산광역시 서구 천마로 106-1 (남부민동)
398,부산광역시 중구 구덕로 73 (남포동6가)
399,"부산광역시 서구 서대신동2가 대티로 178 (서대신동2가, 대신해모로센트럴아파트)"
400,"부산광역시 사하구 사하로 166, 인근 주택 (괴정동)"
401,"부산광역시 사상구 새벽로 141, 새벽시장인근 (감전동)"
402,"부산광역시 사하구 다대로 430, . (다대동, 다대3지구도개공아파트)"
403,"부산광역시 사하구 사하로 182, . (괴정동, IDS 아델하임)"
404,"부산광역시 부산진구 백양순환로35번길 43, . (당감동, 태우선파크 아파트)"
405,"부산광역시 부산진구 복지로13번길 68, 인근 (개금동)"
406,"부산광역시 해운대구 해운대로 604, 5~10층 (우동)"
407,"부산광역시 중구 대청동2가 복병산길3번길 8 (대청동2가, 양지주택)"
408,"부산광역시 해운대구 세실로 30, .. (좌동, 경동지플러스)"
409,"부산광역시 사하구 옥천로70번나길 8, , (감천동)"
410,"부산광역시 사하구 하신번영로 233, 가락타운2단지 (하단동, 가락타운2·3단지)"
411,"부산광역시 강서구 명지오션시티12로 10, , (명지동, 엘크루솔마레)"
412,"부산광역시 연제구 배산북로 50, 연산요양병원 (연산동)"
413,"부산광역시 사상구 낙동대로1446번길 20, . (삼락동)"
414,"부산광역시 남구 신선로 566, , (용호동, GS하이츠자이)"
415,"부산광역시 사하구 신산로13번길 26, 화진산업"
416,"부산광역시 수영구 남천동로 41, . (남천동, 남천동 코오롱 하늘채 골든비치)"
417,"부산광역시 연제구 중앙대로 1098, 한진에셋빌딩 11F 베테랑병원 (연산동, 한진에셋빌딩)"
418,"부산광역시 부산진구 진사로77번길 20 (개금동, 국민주택)"
419,부산광역시 해운대구 재반로 55 (재송동)
420,"부산광역시 동구 범내남로22번길 15, . (범일동)"
421,"부산광역시 해운대구 재반로212번길 7-29, . (반여동, 동호빌라)"
422,"부산광역시 금정구 금강로 502, , (구서동, 롯데캐슬골드1단지)"
423,"부산광역시 사하구 다대로605번길 9, 3층 1호 (다대동)"
424,"부산광역시 해운대구 해운대해변로 163, 현대베네시티아파트 (우동, 현대베네시티아파트)"
425,"부산광역시 부산진구 가야대로 531, - (가야동, 가야동원로얄듀크)"
426,"부산광역시 사하구 승학로71번길 30, 102동 (당리동, 당리푸르지오)"
427,"부산광역시 수영구 황령대로473번길 15, .. (남천동, 남천 엑슬루타워)"
428,"부산광역시 동래구 충렬대로 412, 안락동 SK텔레콤 (안락동)"
429,"부산광역시 수영구 금련로9번길 15, 배산역 1번 출구 인근 (망미동)"
430,"부산광역시 사상구 사상로 201, 서부터미널/애플아웃렛 (괘법동)"
431,"부산광역시 서구 서대신동1가 대영로38번길 11, 1차 (서대신동1가, 대신 푸르지오)"
432,"부산광역시 사하구 을숙도대로 855, . (감천동, 전원빌라)"
433,부산광역시 동래구 금강로 140-1 (온천동)
434,부산광역시 사상구 낙동대로 864 (감전동)
435,"부산광역시 사하구 장평로301번길 11, 동심어린이집 (신평동)"
436,"부산광역시 동래구 명장로 65, . (명장동, e편한세상 동래명장)"
437,"부산광역시 북구 효열로162번길 41 (금곡동, 협진태양아파트)"
438,"부산광역시 부산진구 가야공원로40번길 27-4, .. (가야동)"
439,"부산광역시 기장군 정관읍 모전로 41, . (정관신도시 엘에이치 7단지 아파트)"
440,"부산광역시 동래구 쇠미로40번길 55, . (사직동, 사직2차 쌍용예가)"
441,"부산광역시 부산진구 성지로 37, .. (연지동, 래미안어반파크)"
442,"부산광역시 북구 효열로220번길 23, .. (금곡동, 금곡3단지주공아파트)"
443,"부산광역시 동구 홍곡로 50, . (초량동, e편한세상 부산항)"
444,"부산광역시 연제구 쌍미천로59번길 1, 연제중학교 앞 (연산동)"
445,"부산광역시 북구 화명신도시로 244 (금곡동, 화명리버빌2차아파트)"
446,"부산광역시 해운대구 세실로 126 (좌동, 건영2차아파트)"
447,"부산광역시 사상구 백양대로 515, . (주례동, 벽산신화아파트)"
448,"부산광역시 강서구 가덕해안로2번나길 55-16, 인근 (눌차동)"
449,"부산광역시 강서구 동선새바지길 572-16, 인근 (눌차동)"
450,"부산광역시 연제구 배산북로 50, 연산요양병원 (연산동)"
451,"부산광역시 동래구 온천장로65번길 10, . (온천동, 이안 동래센트럴시티)"
452,부산광역시 중구 보수동1가 보수북길 53-10 (보수동1가)
453,"부산광역시 해운대구 신반송로 200, . (반송동, 주공아파트)"
454,부산광역시 동래구 명장로 73-2 (명장동)
455,"부산광역시 해운대구 좌동순환로 502, 해운대나눔과행복병원 (중동)"
456,"부산광역시 사하구 다대로 565, 다대수병원 (다대동)"
457,"부산광역시 수영구 민락로14번길 26, . (민락동, 정운빌라)"
458,"부산광역시 해운대구 대천로 205, 벽산 아파트 (좌동, 벽산1차아파트)"
459,"부산광역시 남구 분포로 145, , (용호동, 더블유)"
460,"부산광역시 수영구 과정로 46, 망미중앙시장 인근 (망미동)"
461,"부산광역시 부산진구 성지곡로33번길 24, .. (초읍동)"
462,"부산광역시 금정구 동현로 89, . (부곡동, 늘푸른아파트)"
463,"부산광역시 금정구 동부곡로42번길 33, 무지개타운 (부곡동)"
464,부산광역시 북구 구남언덕로16번길 3 (구포동)
465,"부산광역시 남구 진남로198번길 9-1, . (문현동, 현대아파트)"
466,"부산광역시 남구 동명로101번길 50 (용호동, 덕용주택)"
467,"부산광역시 사상구 낙동대로 712-17, .. (엄궁동, 엄궁한신1차아파트)"
468,부산광역시 사하구 두송로144번길 107 (다대동)
469,부산광역시 사상구 낙동대로 792 (엄궁동)
470,"부산광역시 수영구 장대골로27번길 28, 3층 (광안동, 문화화이트빌라)"
471,부산광역시 북구 화명대로 16 (화명동)
472,"부산광역시 동래구 온천장로119번길 56, . (온천동, 더샵 온천헤리티지)"
473,부산광역시 강서구 르노삼성대로 61 (신호동)
474,"부산광역시 강서구 명지오션시티8로22번길 5, 인근 (명지동)"
475,"부산광역시 부산진구 신천대로 252, (부암동, 일성인포아파트) (부암동, 상가동)"
476,"부산광역시 연제구 과정로 74, . (연산동, 선경아파트)"
477,"부산광역시 사하구 다대낙조2길 11, ... (다대동, 다대푸른아파트)"
478,"부산광역시 부산진구 가야대로 538, . (가야동, 가야 롯데캐슬 골드아너)"
479,부산광역시 기장군 장안읍 좌천4길 17
480,부산광역시 사상구 백양대로907번길 11 (모라동)
481,부산광역시 강서구 가덕해안로2번나길 15 (눌차동)
482,"부산광역시 사상구 학감대로 252, 수정빌딩 2층 (감전동)"
483,"부산광역시 중구 광복로 17-1, 부산족발 (부평동1가)"
484,"부산광역시 수영구 연수로385번길 12-1, . (수영동)"
485,"부산광역시 영도구 광암길 6, . (청학동, 청학삼창아파트)"
486,"부산광역시 동구 충장대로 160, . (초량동)"
487,"부산광역시 연제구 거제천로 233, - (거제동, 거제동월드메르디앙아파트)"
488,"부산광역시 부산진구 가야대로 460, 미래소아청소년과 (개금동)"
489,"부산광역시 금정구 식물원로 3, .. (장전동, 산수유)"
490,"부산광역시 수영구 수영로741번길 20 (수영동, 현대아파트)"
491,"부산광역시 기장군 기장읍 차성동로31번길 6, (기장읍 대라리 107-8)"
492,"부산광역시 강서구 명지오션시티11로 22, . (명지동, 명지 두산위브 포세이돈)"
493,"부산광역시 중구 구덕로 54-1, 호텔포레 프리미어 남포점 4층 (남포동5가)"
494,"부산광역시 강서구 명지국제7로 37, 37 (명지동, 더샵 명지퍼스트월드 2단지)"
495,"부산광역시 사하구 다대로 473, - (다대동, 다대포현대아파트)"
496,"부산광역시 북구 금곡대로550번길 18, 7단지 (금곡동)"
497,"부산광역시 해운대구 대천로103번길 61 (좌동, 엘지아파트)"
498,"부산광역시 금정구 서금로 115, 인근 (금사동, 삼한사랑채아파트)"
499,"부산광역시 연제구 고분로236번길 13, . (연산동, 현대아파트)"
500,"부산광역시 서구 천마로199번길 27-8, . (남부민동, 화목주택)"
501,부산광역시 사하구 다대로 616 (다대동)
502,부산광역시 남구 황령대로 504
503,부산광역시 금정구 공단서로 22 (금사동)
504,"부산광역시 남구 동명로101번길 57-2, . (용호동, 동원아파트)"
505,부산 사상구
506,부산 북구
507,부산 전체
508,부산 전체
509,부산 동래구
510,부산 남구
511,부산 남구
512,부산 남구
513,부산 전체
514,부산 해운대구
515,부산 전체
516,부산 전체
517,부산 기장군
518,부산 영도구
519,부산 전체
520,부산 남구
521,부산 남구
522,부산 부산진구
523,부산 동래구
524,부산 동래구
525,부산 남구
526,부산 남구
527,부산 영도구
528,부산 전체
529,부산 기장군
530,부산 전체
531,부산 전체
532,부산 전체
533,부산 영도구
534,부산 전체
535,부산 기장군
536,부산 전체
537,부산 전체
538,부산 기장군
539,부산 사상구
540,부산 북구
541,부산 사상구
542,부산 사상구
543,부산 영도구
544,부산 전체
545,부산 전체
546,부산 해운대구
547,부산 전체
548,부산 남구
549,부산 연제구
550,부산 전체
551,부산 동래구
552,부산 북구
553,부산 해운대구
554,부산 해운대구
555,부산 기장군
556,부산 강서구
557,부산 동래구
558,부산 연제구
559,부산 기장군
560,부산 기장군
561,부산 영도구
562,부산 연제구
563,부산 기장군
564,부산 해운대구
565,부산 연제구
566,부산 영도구
567,부산 영도구
568,부산 북구
569,부산 동래구
570,부산 남구
571,부산 기장군
572,부산 부산진구
573,부산 부산진구
574,부산 동래구
575,부산 전체
576,부산 연제구
577,부산 전체
578,부산 기장군
579,부산 영도구
580,부산 연제구
581,부산 북구
582,부산 연제구
583,부산 영도구
584,부산 남구
585,부산 동래구
586,부산 전체
587,부산 기장군
588,부산 사상구
589,부산 북구
590,부산 전체
591,부산 연제구
592,부산 동래구
593,부산 남구
594,부산 부산진구
595,부산 동래구
596,부산 중구
597,부산 전체
598,부산 연제구
599,부산 연제구
600,부산 남구
601,부산 전체
602,부산 전체
603,부산 영도구
604,부산 동래구
605,부산 연제구
606,부산 기장군
607,부산 기장군
608,부산 기장군
609,부산 연제구
610,부산 기장군
611,부산 기장군
612,부산 기장군
613,부산 남구
614,부산 사상구
615,부산 북구
616,부산 영도구
617,부산 전체
618,부산 전체
619,부산 전체
620,부산 기장군
621,부산 기장군
622,부산 전체
623,부산 중구
624,부산 기장군
625,부산 부산진구
626,부산 동래구
627,부산 남구
628,부산 사상구
629,부산 사상구
630,부산 동래구
631,부산 동래구
632,부산 부산진구
633,부산 기장군
634,부산 전체
635,부산 북구
636,부산 사상구
637,부산 전체
638,부산 전체
639,부산 해운대구
640,부산 남구
641,부산 부산진구
642,부산 전체
643,부산 연제구
644,부산 해운대구
645,부산 전체
646,부산 동구
647,부산 연제구
648,부산 영도구
